Date,Open,High,Low,Close,Adj Close,Volume,company_name
1994-09-26,0.30245500802993774,0.3080359995365143,0.3002229928970337,0.30301299691200256,0.25224003195762634,141702400,APPLE
1994-09-27,0.3013390004634857,0.3046880066394806,0.297991007566452,0.30245500802993774,0.25177544355392456,109088000,APPLE
1994-09-28,0.3035709857940674,0.30691999197006226,0.3002229928970337,0.30245500802993774,0.25177544355392456,81267200,APPLE
1994-09-29,0.3013390004634857,0.30691999197006226,0.297991007566452,0.3046880066394806,0.25363436341285706,109379200,APPLE
1994-09-30,0.3046880066394806,0.3080359995365143,0.3002229928970337,0.3007810115814209,0.2503821849822998,71702400,APPLE
1994-10-03,0.3002229928970337,0.3013390004634857,0.2901790142059326,0.295758992433548,0.24620158970355988,129595200,APPLE
1994-10-04,0.296875,0.3035709857940674,0.29464301466941833,0.3013390004634857,0.2508465349674225,162388800,APPLE
1994-10-05,0.3002229928970337,0.3404020071029663,0.297991007566452,0.33816999197006226,0.281506210565567,709800000,APPLE
1994-10-06,0.33370500802993774,0.33468198776245117,0.3214290142059326,0.3236609995365143,0.2694283425807953,526915200,APPLE
1994-10-07,0.32254499197006226,0.33091500401496887,0.3169640004634857,0.33035698533058167,0.27500227093696594,364392000,APPLE
1994-10-10,0.3314729928970337,0.35379499197006226,0.33035698533058167,0.3470979928970337,0.28893810510635376,523409600,APPLE
1994-10-11,0.36941999197006226,0.373883992433548,0.3515630066394806,0.35379499197006226,0.2945130467414856,842307200,APPLE
1994-10-12,0.35379499197006226,0.38058000802993774,0.34933000802993774,0.376116007566452,0.31309396028518677,597318400,APPLE
1994-10-13,0.38058000802993774,0.3828130066394806,0.3627229928970337,0.3671880066394806,0.3056619167327881,525302400,APPLE
1994-10-14,0.3705359995365143,0.375,0.36495500802993774,0.3671880066394806,0.3056619167327881,176052800,APPLE
1994-10-17,0.36495500802993774,0.3705359995365143,0.3470979928970337,0.3549109995365143,0.2954421043395996,303990400,APPLE
1994-10-18,0.3627229928970337,0.3716520071029663,0.36160698533058167,0.3683040142059326,0.3065909147262573,468686400,APPLE
1994-10-19,0.3660709857940674,0.376116007566452,0.3660709857940674,0.3683040142059326,0.3065909147262573,351086400,APPLE
1994-10-20,0.3683040142059326,0.37332600355148315,0.36160698533058167,0.3660709857940674,0.304732084274292,218142400,APPLE
1994-10-21,0.3638390004634857,0.3816959857940674,0.3638390004634857,0.38058000802993774,0.3168099820613861,322705600,APPLE
1994-10-24,0.3816959857940674,0.38504499197006226,0.373883992433548,0.37723198533058167,0.3140229284763336,204500800,APPLE
1994-10-25,0.3716520071029663,0.38058000802993774,0.3705359995365143,0.38058000802993774,0.3168099820613861,301481600,APPLE
1994-10-26,0.38058000802993774,0.3862999975681305,0.38058000802993774,0.3861609995365143,0.32145580649375916,196772800,APPLE
1994-10-27,0.3861609995365143,0.390625,0.3794640004634857,0.3816959857940674,0.3177388906478882,159409600,APPLE
1994-10-28,0.3783479928970337,0.3828130066394806,0.37276801466941833,0.376116007566452,0.31309396028518677,273324800,APPLE
1994-10-31,0.375,0.3872770071029663,0.3705359995365143,0.38560301065444946,0.32099127769470215,355902400,APPLE
1994-11-01,0.3828130066394806,0.38825300335884094,0.3783479928970337,0.38504499197006226,0.32052677869796753,218097600,APPLE
1994-11-02,0.38504499197006226,0.3861609995365143,0.36941999197006226,0.36941999197006226,0.3075198829174042,218747200,APPLE
1994-11-03,0.37276801466941833,0.375,0.3660709857940674,0.3705359995365143,0.3084489107131958,110521600,APPLE
1994-11-04,0.3705359995365143,0.3716520071029663,0.35714301466941833,0.360491007566452,0.3000870645046234,192046400,APPLE
1994-11-07,0.360491007566452,0.3683040142059326,0.358258992433548,0.3638390004634857,0.30287405848503113,113041600,APPLE
1994-11-08,0.3627229928970337,0.38058000802993774,0.359375,0.37723198533058167,0.3140229284763336,348969600,APPLE
1994-11-09,0.3816959857940674,0.3839290142059326,0.3660709857940674,0.3716520071029663,0.30937787890434265,406336000,APPLE
1994-11-10,0.37276801466941833,0.373883992433548,0.3660709857940674,0.36886200308799744,0.3070555627346039,152980800,APPLE
1994-11-11,0.3683040142059326,0.3705359995365143,0.3660709857940674,0.3671880066394806,0.3056619167327881,62272000,APPLE
1994-11-14,0.3683040142059326,0.3816959857940674,0.3683040142059326,0.3794640004634857,0.3158809542655945,139630400,APPLE
1994-11-15,0.3794640004634857,0.3839290142059326,0.3683040142059326,0.36941999197006226,0.3075198829174042,167619200,APPLE
1994-11-16,0.3638390004634857,0.3710939884185791,0.3627229928970337,0.36551299691200256,0.3042675852775574,187398400,APPLE
1994-11-17,0.36495500802993774,0.3660709857940674,0.3560270071029663,0.35714301466941833,0.2973001301288605,150438400,APPLE
1994-11-18,0.35714301466941833,0.36160698533058167,0.35379499197006226,0.35714301466941833,0.2981942594051361,147033600,APPLE
1994-11-21,0.35714301466941833,0.359375,0.3392859995365143,0.3404020071029663,0.2842164933681488,202596800,APPLE
1994-11-22,0.3370540142059326,0.34933000802993774,0.3325890004634857,0.33370500802993774,0.2786248028278351,224336000,APPLE
1994-11-23,0.33035698533058167,0.33816999197006226,0.3247770071029663,0.329241007566452,0.27489757537841797,327812800,APPLE
1994-11-25,0.329241007566452,0.3370540142059326,0.328125,0.3370540142059326,0.28142112493515015,84224000,APPLE
1994-11-28,0.3359380066394806,0.34151801466941833,0.33314698934555054,0.33761200308799744,0.28188690543174744,138678400,APPLE
1994-11-29,0.3392859995365143,0.34375,0.3370540142059326,0.34151801466941833,0.2851482331752777,144132800,APPLE
1994-11-30,0.342633992433548,0.3515630066394806,0.33035698533058167,0.3325890004634857,0.2776930630207062,312032000,APPLE
1994-12-01,0.33035698533058167,0.3359380066394806,0.3214290142059326,0.32310301065444946,0.26977279782295227,309321600,APPLE
1994-12-02,0.32589301466941833,0.328125,0.31808000802993774,0.32645100355148315,0.2725682556629181,172256000,APPLE
1994-12-05,0.32589301466941833,0.33370500802993774,0.32254499197006226,0.3320310115814209,0.2772272229194641,180275200,APPLE
1994-12-06,0.33035698533058167,0.342633992433548,0.329241007566452,0.3353790044784546,0.2800225615501404,238089600,APPLE
1994-12-07,0.3348209857940674,0.33761200308799744,0.32198700308799744,0.327008992433548,0.2730340361595154,137300800,APPLE
1994-12-08,0.329241007566452,0.33035698533058167,0.3191959857940674,0.3203130066394806,0.2674432694911957,169859200,APPLE
1994-12-09,0.3203130066394806,0.3247770071029663,0.31026801466941833,0.3236609995365143,0.2702387273311615,260724800,APPLE
1994-12-12,0.3247770071029663,0.328125,0.3169640004634857,0.32589301466941833,0.2721022367477417,224078400,APPLE
1994-12-13,0.327008992433548,0.32979899644851685,0.3236609995365143,0.3247770071029663,0.271170437335968,119201600,APPLE
1994-12-14,0.32589301466941833,0.3404020071029663,0.32589301466941833,0.33816999197006226,0.2823529839515686,311427200,APPLE
1994-12-15,0.3392859995365143,0.342633992433548,0.329241007566452,0.3314729928970337,0.2767612338066101,227595200,APPLE
1994-12-16,0.3325890004634857,0.3370540142059326,0.328125,0.3325890004634857,0.2776930630207062,179782400,APPLE
1994-12-19,0.3325890004634857,0.3515630066394806,0.3325890004634857,0.34933000802993774,0.2916707992553711,332819200,APPLE
1994-12-20,0.34933000802993774,0.3504459857940674,0.342633992433548,0.34375,0.2870118319988251,175145600,APPLE
1994-12-21,0.33816999197006226,0.34375,0.3348209857940674,0.342633992433548,0.28608009219169617,157438400,APPLE
1994-12-22,0.34375,0.3470979928970337,0.34151801466941833,0.344866007566452,0.28794384002685547,133078400,APPLE
1994-12-23,0.34375,0.3515630066394806,0.34375,0.3470979928970337,0.28980717062950134,93889600,APPLE
1994-12-27,0.3504459857940674,0.3549109995365143,0.3470979928970337,0.34933000802993774,0.2916707992553711,81916800,APPLE
1994-12-28,0.34933000802993774,0.3504459857940674,0.34151801466941833,0.34933000802993774,0.2916707992553711,89163200,APPLE
1994-12-29,0.3504459857940674,0.3560270071029663,0.34933000802993774,0.3526790142059326,0.29446709156036377,121340800,APPLE
1994-12-30,0.3515630066394806,0.3560270071029663,0.34598198533058167,0.3482140004634857,0.29073911905288696,73091200,APPLE
1995-01-03,0.3470979928970337,0.3470979928970337,0.33816999197006226,0.342633992433548,0.28608009219169617,103868800,APPLE
1995-01-04,0.344866007566452,0.35379499197006226,0.344866007566452,0.3515630066394806,0.29353514313697815,158681600,APPLE
1995-01-05,0.3504459857940674,0.3515630066394806,0.34598198533058167,0.3470979928970337,0.28980717062950134,73640000,APPLE
1995-01-06,0.3716520071029663,0.38504499197006226,0.3671880066394806,0.375,0.3131038546562195,1076622400,APPLE
1995-01-09,0.3716520071029663,0.373883992433548,0.3660709857940674,0.3678849935531616,0.30716314911842346,274086400,APPLE
1995-01-10,0.3683040142059326,0.39285698533058167,0.3683040142059326,0.3900670111179352,0.32568395137786865,614790400,APPLE
1995-01-11,0.390625,0.4291290044784546,0.38113799691200256,0.4174109995365143,0.348514586687088,873824000,APPLE
1995-01-12,0.41183000802993774,0.4140630066394806,0.3995540142059326,0.405133992433548,0.338264137506485,551779200,APPLE
1995-01-13,0.41183000802993774,0.41183000802993774,0.39620500802993774,0.40066999197006226,0.3345368504524231,351377600,APPLE
1995-01-16,0.40066999197006226,0.40401801466941833,0.3950890004634857,0.3973209857940674,0.3317406475543976,188977600,APPLE
1995-01-17,0.3973209857940674,0.40625,0.3939729928970337,0.4017859995365143,0.33546867966651917,330108800,APPLE
1995-01-18,0.4017859995365143,0.407366007566452,0.3995540142059326,0.407366007566452,0.3401276767253876,127657600,APPLE
1995-01-19,0.40625,0.4107140004634857,0.4017859995365143,0.4095979928970337,0.3419911861419678,314294400,APPLE
1995-01-20,0.41964301466941833,0.41964301466941833,0.3794640004634857,0.38058000802993774,0.3177628815174103,1000361600,APPLE
1995-01-23,0.373883992433548,0.38058000802993774,0.3660709857940674,0.37723198533058167,0.31496742367744446,398540800,APPLE
1995-01-24,0.37723198533058167,0.3783479928970337,0.36941999197006226,0.3716520071029663,0.31030845642089844,218097600,APPLE
1995-01-25,0.3526790142059326,0.375,0.3526790142059326,0.36593198776245117,0.30553263425827026,517070400,APPLE
1995-01-26,0.36495500802993774,0.3705359995365143,0.3504459857940674,0.3526790142059326,0.29446709156036377,246388800,APPLE
1995-01-27,0.3560270071029663,0.360491007566452,0.3482140004634857,0.3560270071029663,0.2972624599933624,298569600,APPLE
1995-01-30,0.358258992433548,0.36160698533058167,0.3560270071029663,0.358258992433548,0.29912617802619934,230585600,APPLE
1995-01-31,0.36160698533058167,0.36495500802993774,0.35714301466941833,0.360491007566452,0.30098962783813477,212777600,APPLE
1995-02-01,0.3638390004634857,0.3638390004634857,0.3560270071029663,0.358258992433548,0.29912617802619934,158368000,APPLE
1995-02-02,0.358258992433548,0.373883992433548,0.358258992433548,0.3716520071029663,0.31030845642089844,203582400,APPLE
1995-02-03,0.375,0.376116007566452,0.360491007566452,0.36160698533058167,0.30192142724990845,319211200,APPLE
1995-02-06,0.3638390004634857,0.3638390004634857,0.3526790142059326,0.36160698533058167,0.30192142724990845,243028800,APPLE
1995-02-07,0.360491007566452,0.3660709857940674,0.35714301466941833,0.36439698934555054,0.3042510151863098,201600000,APPLE
1995-02-08,0.3660709857940674,0.3783479928970337,0.36495500802993774,0.37779000401496887,0.3154333829879761,402864000,APPLE
